,a,div_factor,loss_fn,max_lighting,max_rotate,max_warp,max_zoom,model,mom1,mom2,p_affine,size,weight_dec,RMSE
0,0,67.9969736438648,0,0.5823182541738126,19.471515303122434,0.7626453446777449,1.2822688668510236,0,0.548361107575015,0.8962625571986257,0.40842627874834686,0,0.5875665026911765,18.38331413269043
1,0,37.369876918068876,0,0.6771217542286481,86.23645892821307,0.5979480759519124,1.1130923149986836,0,0.7575824282558911,0.8774659710629081,0.3131024216412672,1,0.7529657531185153,17.96098518371582
2,0,50.766485230539345,1,0.5183905694000631,164.3848446244221,0.592874124133776,1.5264112969538506,2,0.6455229122139898,0.8633194132959753,0.4784782760416956,1,0.3851202551472675,17.82747459411621
3,0,22.90772655869758,0,0.7209148146176063,126.7977185000526,0.8806763916371835,2.099820157248308,0,0.7672953342173475,0.956965633835297,0.07291154200470644,2,0.9191204783601382,17.632654190063477
4,0,48.792060344678724,1,0.32613932706934956,179.3163212037818,0.3123939395499982,1.7499486062915504,0,0.6271458855645629,0.8633280405098332,0.2700380388937961,1,0.5304529449291757,17.83294677734375
5,0,62.718649132309466,0,0.6376018951928166,65.55177701128054,0.7041576338146743,2.1876968364869915,0,0.5757616964134452,0.9463331318992843,0.7470397241949996,1,0.10156583817549364,17.951753616333008
6,0,84.29697295258988,1,0.38448551825317917,16.842746817959018,0.9006792141510169,2.5141715714116097,1,0.6523916792344506,0.8902370690964165,0.9171726451758666,0,0.5209283694746107,18.301769256591797
7,0,41.16914310833291,1,0.17979493120778187,90.77696762272979,0.3414718353913361,2.2801746215887237,1,0.7093911781064822,0.9504835979780714,0.9408494206152136,0,0.5716613845666967,18.43321990966797
8,0,99.02503826944157,0,0.9849580976657578,337.3081362804435,0.5841000205616499,1.7714834762972325,2,0.6114627129359742,0.8659221116095066,0.18741369180880207,0,0.6701674222875094,18.34467315673828
9,0,27.590766036790125,0,0.1616837050209506,282.77310288636806,0.9723330125340063,2.9837381479192886,0,0.693614949154936,0.8829326044807009,0.7792303446182455,0,0.7381901051173033,18.426422119140625
10,0,65.00201902254436,0,0.012288441672062259,56.27071164940314,0.4621572411400346,2.2599828744972417,2,0.6717155139469032,0.9728011088074253,0.865759253372507,2,0.09156216371021775,17.58218765258789
11,0,89.6088608683247,0,0.3834192507969817,314.5981809513455,0.6137613600144267,1.3985594644734753,2,0.8469500829331169,0.9856244108541735,0.8073726676172501,1,0.08111260440021835,17.838623046875
12,0,75.29721947358178,0,0.6204989016580518,326.8651769459791,0.7155977214081852,1.382628115903778,0,0.793402372761773,0.9326886415234833,0.45540998140239836,1,0.683630949102616,17.940134048461914
13,0,2.0548669857713247,0,0.5606307890474845,189.84510105480808,0.5677542653018905,1.513332284869811,0,0.650225571473884,0.8856480660834946,0.8542610363581752,1,0.03642260346008548,18.066431045532227
14,0,93.16036206566683,1,0.5203409214536787,307.2894981371988,0.1479807364544954,2.1857017116186825,1,0.5302343238529825,0.8896997454358543,0.13232255029132609,0,0.4152285297914008,18.3739013671875
15,0,90.93013973421915,0,0.02043034848225514,292.03953020258507,0.47310123192128334,1.2314160494270547,2,0.7032638734729924,0.9421392906951579,0.837961382875402,2,0.6202501504206334,17.593399047851562
16,0,42.00169507803779,0,0.7869050872030581,40.03699429936326,0.8268673086028135,1.9867064106747239,2,0.7828957891473145,0.8679197227560619,0.32151095908718574,1,0.5586836623332896,17.775251388549805
17,0,76.64740325398587,1,0.32415337704127034,83.01957415660365,0.3764954911125987,2.2081765586854463,0,0.7810360766753215,0.8628794239031438,0.35025274154621944,1,0.9798671205159327,17.86704444885254
18,0,39.21047113627384,1,0.6070090991460397,100.51591565341091,0.6105924686819466,2.2757219131849764,0,0.7255968609239409,0.9227982421086269,0.18374721177062292,1,0.7266548640720959,17.821413040161133
19,0,64.78588140941918,1,0.6047012834758249,10.947014929040378,0.6916321422109492,2.0345347263762177,2,0.5299692736795206,0.8937933019807899,0.2367737002700732,1,0.04193916710854517,17.750581741333008
20,0,79.02319872756209,0,0.03386251258110906,236.2144032160113,0.45186278706993815,2.6517342538062465,2,0.8269792083017725,0.9859308455065745,0.6449440480771671,2,0.2782030408785707,17.5461368560791
21,0,59.26660882072116,0,0.004571203196927683,249.76873911612097,0.2607212687224874,2.7663913662168693,2,0.8331543606256994,0.9866694146828521,0.648370478550983,2,0.22428319302033672,17.502971649169922
22,0,55.16716601012553,0,0.13298887300907283,244.70296887669298,0.0182997194931932,2.9709001043790293,2,0.8476907014698187,0.9876903383819114,0.6072831140334127,2,0.25108754218493007,17.57277488708496
23,0,76.69344684229804,0,0.08553211300617154,235.85268559648995,0.21884650456605106,2.664958266811245,2,0.8186991862286973,0.9713218596676492,0.5743354874394173,2,0.19858494394283094,17.56132698059082
24,0,58.679704772414816,0,0.23706668367482017,244.56184931812447,0.010933154887176999,2.7878522781401256,2,0.8207048107491324,0.9130864579539503,0.6864308707975354,2,0.2697693233009346,17.619384765625
25,0,99.77751055742729,0,0.009753572965867142,205.35009046187324,0.1410428508734977,2.484074949786751,2,0.7412530306131146,0.9717102431251328,0.6018491881090673,2,0.3830128856349141,17.515745162963867
26,0,1.6043067786085103,0,0.2391272797023367,208.78583621669668,0.10510357270731724,2.4716600773278135,1,0.7412407050621035,0.9707736130395528,0.5694889423615632,2,0.3806114553011142,17.460851669311523
27,0,5.858170603614511,0,0.25184249209388093,144.2985318064484,0.10255886261826788,2.77532809570345,1,0.7265398581539243,0.9600997698873615,0.5253273834718387,2,0.18560636368127673,17.525604248046875
28,0,15.315905496461582,0,0.416664574019164,353.3651739332836,0.24580533209616193,2.4063677277297133,1,0.803834860616856,0.9096923699657377,0.706178672020972,2,0.32288900864250036,17.583362579345703
29,0,28.94485232914341,0,0.08692066774248747,268.5028900085912,0.05932937266743724,2.85265268624758,1,0.7535710525303156,0.9780301796329024,0.3910153428314854,2,0.433538159004604,17.521713256835938
